lat,lon,camp,state,name,type,phone,sites,hookups,toilets,water,url,camp_id,url_confirmed,reservations,town,dump,showers,pets,fee
34.71639,-118.92833,Kings Camp,CA,KINC,NF,,7,NH,,,www.totalescape.com/active/campstuff/NF/seqnf.html,3123,1,NR,Maricopa,ND,NS,,L$
39.90289,-122.7665,Kingsley Glade,CA,KING,NF,,6,NH,VT,NW,,3124,0,NR,Paskenta,ND,NS,,N$
37.25302,-119.17748,Kinnikinnick,CA,KINN,NF,559.893.2111,35,NH,VT,DW,forestcamping.com/dow/pacficsw/sier.htm,3125,0,RS,Lakeshore,ND,NS,PA,
40.01831,-124.00293,King Range Conserv Area,CA,KINR,,,,,,,www.blm.gov/ca/st/en/fo/arcata/kingrange/index.html,3126,0,,Whitethorn,,,,
36.87922,-119.14909,Kirch Flat - Pine Flat Lake,CA,KIRC,NF,209.855.8321,17,NH,VT,NW,freecampsites.net/kirch-flat-campground-sierra-national-forest/,3127,1,NR,Prather,ND,NS,,N$
35.98983,-121.49572,Kirk Creek,CA,KIRK,NF,805.434.1996,33,NH,FT,NW,forestcamping.com/dow/pacficsw/losp.htm,3128,0,RS,Lucia,ND,NS,PA,
38.707326,-120.087143,Kirkwood Lake,CA,KIRW,NF,,12,NH,VT,DW,forestcamping.com/dow/pacficsw/eldo.htm,3129,0,NR,Pioneer,ND,NS,,
38.7764,-119.8962,Kit Carson,CA,KITC,NF,,12,NH,VT,DW,forestcamping.com/dow/intermtn/toiy.htm,3130,0,NR,Markleeville,ND,NS,,
39.23511,-123.17798,Kyen,CA,KYEN,COE,707.467.4200,,NH,,DW,www.spn.usace.army.mil/mendocino/kyen.htm,3131,1,NR,Ukiah,DP,SH,,
36.578933,-121.755028,Laguna Seca,CA,LAGS,CP,831.755.4899,172,E,FT,DW,www.co.monterey.ca.us/parks/lagunaseca.html,3132,1,,Salinas,DP,SH,,
32.88806,-116.44833,Laguna,CA,LAGU,NF,619.473.2082,104,NH,FT,DW,forestcamping.com/dow/pacficsw/clev.htm,3133,0,RS,Pine Valley,ND,SH,,
38.4772,-120.005,Lake Alpine,CA,LAKA,NF,,25,NH,FT,DW,forestcamping.com/dow/pacficsw/stan.htm,3134,0,NR,Arnold,ND,NS,,
39.7008,-120.661,Lakes Basin .,CA,LAKB,NF,530.836.2575,25,NH,VT,DW,forestcamping.com/dow/pacficsw/plum.htm,3135,0,RS,Graeagle,ND,NS,,
39.38411,-120.17147,Lakeside,CA,LAKD,NF,530.587.9281,40,NH,VT,DW,forestcamping.com/dow/pacficsw/tah.htm,3136,0,RS,Truckee,ND,NS,,
34.39111,-117.72222,Lake,CA,LAKE,NF,,8,NH,VT,DW,www.totalescape.com/active/water/lakelist.html,3137,1,NR,Wrightwood,ND,NS,,
37.60205,-119.00944,Lake George,CA,LAKG,NF,,15,NH,FT,DW,forestcamping.com/dow/pacficsw/inyo.htm,3138,0,NR,Mammoth Lakes,ND,NS,,
33.67065,-116.67944,Lake Hemet,CA,LAKH,PVT,951.659.2680 ,,E,,DW,www.totalescape.com/destin/lakes/hemet.html,3139,0,,Idyllwild,DP,SH,,
37.6069,-119.0068,Lake Mary,CA,LAKM,NF,650.322.1181,51,NH,FT,DW,forestcamping.com/dow/pacficsw/inyo.htm,3140,0,RS,Mammoth Lakes,ND,NS,,
33.58068,-117.03087,Lake Skinner,CA,LAKN,CP,951.926.1541,,E,FT,DW,www.riversidecountyparks.org/locations/regional-parks/lake-skinner/,3141,1,,Winchester,DP,SH,,L$
33.86891,-117.17696,Lake Perris State Rec Area,CA,LAKP,SRA,951.940.5600,351,WES,FT,DW,www.parks.ca.gov/?page_id=651,3142,0,RS,Perris,DP,SH,,
40.87224,-122.38754,Lakeshore East,CA,LAKS,NF,530.275.8113,32,NH,FT,DW,forestcamping.com/dow/pacficsw/shas.htm,3143,0,RS,Lakehead,ND,NS,,
38.49316,-122.02856,Lake Solano County Park,CA,LAKU,CP,530.795.2990,,E,,DW,www.co.solano.ca.us/depts/genserv/countypark/lakesolano.asp,3144,1,,Winters,DP,SH,,
37.52271,-120.29688,Lake McSwain Rec Area,CA,LAKW,COE,,99,HK,FT,DW,www.usace.army.mil/CECW/PID/Documents/annual_reps/fy08/SPD_fy08b.pdf,3145,0,NR,Snelling,DP,SH,,
36.76375,-118.88221,Landslide,CA,LAND,NF,,9,NH,VT,DW,www.roadcamping.com/rv/California/Dunlap/property_1283/rv_parks_campgrounds.html,3146,1,NR,Hume,ND,NS,,
35.35333,-120.26028,La Panza,CA,LAPA,NF,,15,NH,VT,DW,lodging.uptake.com/camping/california/santa_margarita/la_panza_campground_25237088.html,3147,1,NR,Santa Margarita,ND,NS,,L$
41.82611,-120.295,Lassen Creek,CA,LASS,NF,,6,NH,VT,NW,www.plia.org/explore/site.php?plicstate=CA&id=7411,3148,1,NR,Canby,ND,NS,,N$
40.135,-120.348,Laufman Family .,CA,LAUF,NF,,6,NH,VT,NW,www.plumascounty.org/places%20to%20camp/SierraValley.htm,3149,1,NR,Milford,ND,NS,,N$
41.40278,-121.33722,Lava Camp,CA,LAVA,NF,,12,NH,VT,NW,forestcamping.com/dow/pacficsw/mod.htm,3150,0,NR,Adin,ND,NS,,N$
38.33326,-119.55232,Leavitt Meadows,CA,LEAM,NF,,18,NH,VT,DW,forestcamping.com/dow/intermtn/toiy.htm,3151,0,NR,Walker,ND,NS,,
35.87971,-118.6762,Leavis Flat,CA,LEAV,NF,559.539.5230,9,NH,VT,DW,forestcamping.com/dow/pacficsw/seq.htm,3152,0,RS,,ND,NS,,
34.04916,-118.93348,Leo Carrillo State Park,CA,LEOC,SP,818.880.0363,127,NH,FT,DW,www.parks.ca.gov/?page_id=616,3153,0,RS,Santa Monica,DP,SH,,
39.13207,-120.41655,Lewis,CA,LEWI,NF,530.478.0248,40,NH,FTVT,DW,forestcamping.com/dow/pacficsw/tah.htm,3154,0,RS,Foresthill,ND,NS,,
38.718,-123.07227,Liberty Glen,CA,LIBE,COE,707.431.4533,95,NH,FT,DW,lodging.uptake.com/camping/california/geyserville/liberty_glen_11873297.html,3155,0,RS,Healdsburg,DP,SH,,
39.9302,-120.503,Lightning Tree .,CA,LIGH,NF,530.832.1076,40,NH,VT,DW,forestcamping.com/dow/pacficsw/plum.htm,3156,0,RS,Portola,DP,NS,PA,
37.0071,-118.9761,Lily Pad,CA,LILY,UTIL,,15,NH,VT,DW,www.fs.fed.us/r5/sierra/recreation/camping/campgrounds/lilypad.shtml,3157,0,NR,Shaver Lake,ND,NS,,L$
35.96346,-118.47831,Limestone,CA,LIME,NF,,22,NH,VT,DW,forestcamping.com/dow/pacficsw/seq.htm,3158,0,NR,Kernville,ND,NS,,
36.0099,-121.518,Limekiln State Park,CA,LIMK,SP,831.667.2403,31,NH,FT,DW,www.parks.ca.gov/?page_id=577,3159,0,RS,Big Sur,ND,SH,,
39.6765,-121.56715,Limesaddle - Lake Oroville State Rec Area,CA,LIMS,SRA,530.538.2200,,NH,,,lakeorovillemarina.com/,3160,0,RS,Oroville,,,,
39.41319,-120.64338,Lindsey Lake,CA,LIND,NF,,10,NH,,,,3161,0,NR,Nevada City,ND,NS,,
34.56182,-119.16413,Lions Canyon,CA,LION,,,,,,,www.roadcamping.com/rv/California/Ojai/property_1390/rv_parks_campgrounds.html,3162,0,,Ojai,,,,
39.7311,-120.97,Little Beaver,CA,LITB,NF,,120,NH,FT,DW,forestcamping.com/dow/pacficsw/plum.htm,3163,0,NR,La Porte,ND,NS,,
39.8947,-122.9861,Little Doe,CA,LITD,NF,,13,NH,VT,NW,forestcamping.com/dow/pacficsw/mend.htm,3164,0,NR,Covelo,ND,NS,,L$
37.39976,-119.33616,Little Jackass,CA,LITJ,NF,,6,NH,VT,NW,www.fs.fed.us/r5/sierra/recreation/camping/campgrounds/ltljackass.shtml,3165,1,NR,,ND,NS,,N$
39.48951,-120.51443,Little Lasier Meadow,CA,LITL,NF,,12,NH,,,forestcamping.com/dow/pacficsw/tah.htm,3166,0,RS,Sierraville,DP,NS,,
34.3475,-117.83,Little Jimmy,CA,LITM,NF,,16,NH,,,forestcamping.com/dow/pacficsw/ang.htm,3167,0,NR,La Canada,ND,NS,,
39.782,-121.26,Little North Fork,CA,LITN,NF,,6,NH,VT,NW,www.totalescape.com/active/campstuff/NF/plumas.html,3168,1,NR,Berry Creek,ND,NS,,N$
39.28642,-122.57646,Little Stony,CA,LITS,NF,,13,NH,,,forestcamping.com/dow/pacficsw/mend.htm,3169,0,NR,Stonyford,ND,NS,,
37.45801,-119.56958,Little Sandy,CA,LITT,,,,NH,,,www.allgetaways.com/view_destination.asp?destinationid=HGS410-016B,3170,0,,Oakhurst,,,,
35.70246,-118.46034,Live Oak North & South,CA,LIVO,NF,760.376.1815,90,NH,FT,DW,forestcamping.com/dow/pacficsw/seq.htm,3171,0,RS,Wofford Heights,ND,SH,,
34.4161,-119.33827,Lake Casitas,CA,LKCA,CP,805.649.2233,400,WES,FT,DW,www.lakecasitas.info/camping.html,3172,1,,Ventura,,,,
34.57612,-119.95791,Lake Cachuma,CA,LKCH,CP,805.686.5055,550,,FT,DW,www.santabarbara.com/activities/camping/cachumalake/,3173,1,,Santa Barbara,,,,
33.676566,-117.373716,Lake Elsinore,CA,LKEL,CP,951.471.1212,400,WE,FT,DW,www.rockymountainrec.com/camp/elsinore-campground.htm,3174,1,,Lake Elsinore,DP,SH,,
32.86064,-116.89147,Lake Jennings,CA,LKJN,CP,619.390.1623,,E,FT,DW,www.lakejennings.org/camping/index.htm,3175,1,,Lakeside,DP,SH,,
32.68579,-116.52306,Lake Morena,CA,LKMO,CP,858.565.3600,86,WE,FT,DW,www.co.san-diego.ca.us/parks/online.html,3176,1,RS,,DP,SH,,
35.75861,-120.88489,Lake Nacimiento,CA,LKNA,CP,831.755.4899,337,WES,FT,DW,www.co.monterey.ca.us/parks/nacimiento_camping.html,3177,1,RS,Paso Robles,DP,SH,,
34.47365,-118.76059,Lake Piru State Rec Area,CA,LKPU,SRA,805.521.1500,235,HK,FT,DW,www.visitusa.com/california/camping/lakepirurecreationarea.htm,3178,0,RS,Piru,DP,SH,,
39.52851,-121.44699,Loafer Creek - Lake Oroville State Rec Area,CA,LOAF,SRA,530.538.2200,,NH,,,www.reserveamerica.com/jsp/commonpage.jsp?goto=/usa/ca/orov/newindex.html,3179,0,RS,Oroville,DP,,,
36.60474,-118.72754,Lodgepole - Sequoia National Park,CA,LODG,NP,559.565.4487,214,NH,FT,DW,www.nps.gov/seki/planyourvisit/campgrounds.htm,3180,0,RS,Giant Forest,DP,SH,PA,
38.4755,-120.024,Lodgepole Overflow,CA,LODO,NF,,30,NH,VT,DW,forestcamping.com/dow/pacficsw/stan.htm,3181,0,NR,Bear Valley,ND,NS,,L$
39.56468,-120.65995,Loganville,CA,LOGA,NF,530.862.1368,19,NH,VT,DW,forestcamping.com/dow/pacficsw/tah.htm,3182,0,RS,Sierra City,ND,NS,,
39.464016,-120.13055,Logger,CA,LOGG,NF,530.587.9281,252,NH,VT,DW,forestcamping.com/dow/pacficsw/tah.htm,3183,0,RS,Truckee,DP,NS,,
38.86361,-120.38472,Lone Rock,CA,LONE,NF,,5,NH,VT,NW,www.recreation.gov/camping/Lone_Rock_Ca/r/campgroundDetails.do?contractCode=NRSO&parkId=71723&topTabIndex=CampingSpot,3184,1,NR,Kyburz,ND,NS,,N$
40.1782,-120.58,Long Point,CA,LONG,NF,530.283.0555,38,NH,VT,DW,forestcamping.com/dow/pacficsw/plum.htm,3185,0,RS,Taylorsville,ND,NS,PA,
36.5977,-118.1844,Lone Pine,CA,LONP,NF,760.937.6070,42,NH,VT,DW,forestcamping.com/dow/pacficsw/inyo.htm,3186,0,RS,Lone Pine,ND,NS,,
40.1916,-120.613,Lone Rock,CA,LONR,NF,,38,NH,VT,DW,forestcamping.com/dow/pacficsw/plum.htm,3187,0,NR,Taylorsville,ND,NS,,
35.84414,-118.16113,Long Valley,CA,LONV,BLM,661.391.6000,11,NH,VT,NW,freecampsites.net/long-valley-campground/,3188,1,NR,,,,,N$
39.58861,-120.07278,Lookout,CA,LOOK,NF,,30,,VT,DW,forestcamping.com/dow/intermtn/toiy.htm,3189,0,NR,Reno,,,,
38.98056,-120.31556,Loon Lake,CA,LOON,NF,530.644.6048,53,NH,VT,DW,forestcamping.com/dow/pacficsw/eldo.htm,3190,0,RS,Pollock Pines,ND,NS,,
35.19043,-120.45728,Lopez Lake Rec Area,CA,LOPE,CP,805.788.2381,,E,,DW,www.slocountyparks.com/activities/lopez.htm,3191,1,,Arroyo Grande,DP,SH,,
34.70278,-118.80889,Los Alamos,CA,LOSA,NF,,93,NH,FT,DW,forestcamping.com/dow/pacficsw/ang.htm,3192,0,NR,Gorman,DP,NS,,
36.98725,-120.93926,Los Banos Creek - San Luis Reservoir,CA,LOSB,SRA,209.826.1197,15,NH,,DW,www.parks.ca.gov/?page_id=558,3193,0,NR,Gustine,DP,SH,,
36.97526,-119.73321,Lost Lake,CA,LOSL,CP,559.488.3004,42,,FT,DW,www2.co.fresno.ca.us/4510/4360/Parks/parksresvinfo.htm,3194,1,,Fresno,,,,
34.54028,-119.8,Los Prietos,CA,LOSP,NF,805.967.8766,37,HK,,DW,forestcamping.com/dow/pacficsw/losp.htm,3195,0,RS,Santa Barbara,ND,NS,,
37.8214,-120.048,Lost Claim,CA,LOST,NF,,10,NH,VT,DW,forestcamping.com/dow/pacficsw/stan.htm,3196,0,NR,Groveland,ND,NS,,
38.80028,-120.13917,Lovers Leap,CA,LOVE,NF,,27,NH,,,forestcamping.com/dow/pacficsw/eldo.htm,3197,0,NR,Pollock Pines,ND,NS,,
39.9017,-121.215,Lower Bucks,CA,LOWB,NF,,7,NH,VT,NW,www.plumascounty.org/Places%20to%20Camp/BucksLake.htm,3198,1,NR,Quincy,ND,NS,,
37.41314,-119.38449,Lower Chiquito,CA,LOWC,NF,,9,NH,VT,NW,www.fs.fed.us/r5/sierra/recreation/camping/campgrounds/lowchiquito.shtml,3199,1,NR,Fresno,ND,NS,,
37.7209,-119.0091,Lower Deadman,CA,LOWD,NF,,15,NH,VT,NW,forestcamping.com/dow/pacficsw/inyo.htm,3200,0,NR,Mammoth Lakes,ND,NS,,N$
37.74243,-119.57105,Lower Pines - Yosemite National Park,CA,LOWE,NP,209.372.0200,60,NH,FT,DW,www.nps.gov/yose/planyourvisit/lowerpines.htm,3201,0,RS,Yosemite Village,,NS,PA,
38.16996,-119.32264,Lower Twin Lake,CA,LOWL,NF,760.932.9888,17,NH,FT,DW,forestcamping.com/dow/intermtn/toiy.htm,3202,0,RS,Bridgeport,ND,NS,,
36.06592,-118.49326,Lower Peppermint,CA,LOWM,NF,,17,NH,VT,DW,forestcamping.com/dow/pacficsw/seq.htm,3203,0,NR,Kernville,ND,NS,,
39.44314,-122.82479,Lower Nye,CA,LOWN,NF,,6,NH,,NW,,3204,0,NR,Upper Lake,ND,NS,,N$
37.4706,-118.7243,Lower Pine Grove,CA,LOWP,NF,,11,,,,forestcamping.com/dow/pacficsw/inyo.htm,3205,0,NR,Bishop,,,,
41.29333,-120.87806,Lower Rush Creek,CA,LOWR,NF,,10,NH,VT,DW,,3206,0,NR,Adin,ND,NS,,N$
39.48563,-120.23594,Lower Little Truckee,CA,LOWT,NF,,15,NH,VT,DW,forestcamping.com/dow/pacficsw/tah.htm,3207,0,RS,Sierraville,ND,NS,,
37.92845,-119.15754,Lower Lee Vining,CA,LOWV,NF,,60,NH,PT,NW,forestcamping.com/dow/pacficsw/inyo.htm,3208,0,NR,Lee Vining,ND,NS,,
37.8389,-120.049,Lumsden,CA,LUMD,NF,209.962.7825,10,NH,VT,NW,freecampsites.net/lumsden-campground-stanislaus-national-forest/,3209,1,NR,Groveland,ND,NS,,N$
37.8476,-120.032,Lumsden Bridge,CA,LUMS,NF,209.962.7825,9,NH,VT,NW,freecampsites.net/lumsden-bridge-campground-stanislaus-national-forest/,3210,1,NR,Groveland,ND,NS,,N$
34.32917,-117.66722,Lupine,CA,LUPI,NF,559.642.3212,11,NH,VT,NW,forestcamping.com/dow/pacficsw/ang.htm,3212,0,RS,Wrightwood,,,,
37.30756,-119.54436,Lupine/Cedar Bluff,CA,LUPN,NF,,113,NH,FT,DW,forestcamping.com/dow/pacficsw/sier.htm,3213,0,NR,Oakhurst,DP,NS,,
38.79593,-120.00554,Luther Pass Overflow,CA,LUTH,NF,,15,NH,,,forestcamping.com/dow/pacficsw/ltb.htm,3214,0,NR,South Lake Tahoe,ND,NS,,
38.61248,-119.92444,Lower Blue Lake,CA,LWBL,UTIL,,16,NH,VT,DW,www.talkingstory.net/story-81.html,3215,0,,Tahoe City,ND,NS,,
39.49316,-123.7937,MacKerricher State Park,CA,MACK,SP,707.964.9112,148,NH,FT,DW,www.parks.ca.gov/?page_id=436,3216,0,RS,Mendocino,DP,SH,,
40.40333,-123.46556,Mad River,CA,MADD,NF,,40,NH,,,forestcamping.com/dow/pacficsw/six.htm,3217,0,NR,Fortuna,ND,NS,,
40.92446,-122.09443,Madrone,CA,MADN,NF,,11,NH,VT,NW,forestcamping.com/dow/pacficsw/shas.htm,3218,0,NR,Redding,ND,NS,,
35.64335,-118.48348,Main Dam,CA,MAID,NF,,82,NH,FTVT,DW,forestcamping.com/dow/pacficsw/seq.htm,3219,0,NR,Lake Isabella,DP,NS,,
39.30284,-122.70769,Main Letts,CA,MAIN,NF,,18,NH,,,forestcamping.com/dow/pacficsw/mend.htm,3220,0,NR,Stonyford,ND,NS,,
39.37331,-120.89995,Malakoff Diggins State Park,CA,MALA,SP,530.265.2740,,NH,FT,DW,www.parks.ca.gov/DEFAULT.ASP?page_id=494,3221,0,RS,Nevada City,ND,NS,,
34.09665,-118.71427,Malibu Creek - State Park,CA,MALU,SP,818.880.0367,63,NH,FT,DW,www.parks.ca.gov/?page_id=614,3222,0,RS,Malibu,DP,SH,,
37.34449,-119.3368,Mammoth Pool,CA,MAMM,NF,559.642.3212,47,NH,VT,DW,forestcamping.com/dow/pacficsw/sier.htm,3223,0,RS,North Fork,ND,NS,,
38.98142,-123.69897,Manchester State Park,CA,MANC,SP,707.882.2463,48,NH,,DW,www.parks.ca.gov/?page_id=437,3224,0,RS,Manchester;,DP,NS,,
34.265,-117.63083,Manker,CA,MANK,NF,,21,NH,FT,DW,forestcamping.com/dow/pacficsw/ang.htm,3225,0,NR,Claremont,ND,NS,,
36.91989,-121.85285,Manresa State Beach,CA,MANR,SP,831.761.1795,64,NH,FT,DW,www.parks.ca.gov/?page_id=545,3226,0,RS,Aptos,ND,SH,,
40.53149,-121.56128,Manzanita Lake - Lassen Volcanic National Park,CA,MANZ,NP,530.595.6121,179,NH,FT,DW,www.nps.gov/lavo/planyourvisit/camping_in_campgrounds.htm,3227,0,RS,Viola,DP,NS,PA,
39.323,-120.12109,Martis Creek Lake,CA,MARC,,,,,VT,DW,corpslakes.usace.army.mil/visitors/projects.cfm?Id=L210750,3228,0,,Truckee,,,,
34.88028,-119.21556,Marian,CA,MARI,NF,,5,NH,,NW,www.roadcamping.com/rv/California/Idyllwild/property_1381/rv_parks_campgrounds.html,3229,1,NR,Pine Mt Club,ND,NS,,
38.6977,-119.7764,Markleeville,CA,MARK,NF,,10,NH,VT,DW,www.allstays.com/Campgrounds/ca-markleeville-campgrounds.htm,3230,1,NR,Markleeville,ND,NS,,
33.79222,-116.73167,Marion Mountain,CA,MARM,NF,909.382.2922,24,NH,VT,DW,forestcamping.com/dow/pacficsw/sanb.htm,3231,0,RS,Idyllwild,ND,NS,PA,L$
40.75248,-122.25361,Mariners Point - Dispersed,CA,MARP,NF,,5,NH,VT,DW,www.eugenecarsey.com/camp/shasta/shasta.htm,3232,1,NR,,ND,NS,,L$
40.8398,-122.76975,Mariners Roost,CA,MARR,NF,,7,,,,www.eugenecarsey.com/camp/trinitylake/trinity.htm,3233,1,NR,Trinity Center,,,,
41.7964,-122.20522,Martins Dairy,CA,MART,NF,,6,NH,VT,DW,,3234,0,NR,Montague,,,,L$
40.7318,-122.80723,Mary Smith,CA,MARY,NF,,18,NH,FTVT,DW,forestcamping.com/dow/pacficsw/shas.htm,3235,0,NR,Lewiston,ND,NS,,
41.18754,-123.21274,Matthews,CA,MATT,NF,,16,NH,,,forestcamping.com/dow/pacficsw/klam.htm,3236,0,NR,Etna,ND,NS,,
33.670833,-114.533966,Mayflower Park,CA,MAYF,CP,760.922.4665,157,E,FT,DW,www.riversidecountyparks.org/locations/regional-parks/mayflower/,3237,1,,Blythe,DP,SH,,L$
41.017066,-121.64613,McArthur - Burney Falls State Park,CA,MCAR,SP,530.335.2777,104,E,FT,DW,www.burney-falls.com/,3238,0,RS,Burney,DP,SH,,
41.35262,-122.28201,Mcbride Springs,CA,MCBR,NF,,11,NH,VT,DW,forestcamping.com/dow/pacficsw/shas.htm,3239,0,NR,Mt. Shasta,ND,NS,,
37.596845,-120.00288,McCabe Flat,CA,MCCA,BLM,,3,NH,PT,NW,www.blm.gov/ca/st/en/fo/folsom/mercedriverrec.html,3240,0,NR,Mariposa,ND,NS,,L$
40.9359,-122.245,McCloud Bridge,CA,MCCL,NF,,17,NH,FTVT,DW,forestcamping.com/dow/pacficsw/shas.htm,3241,0,NR,Lakehead,ND,NS,,
37.4161,-120.71082,McConnell State Rec Area,CA,MCCO,SRA,209.394.7755,21,NH,FT,DW,www.parks.ca.gov/?page_id=554,3242,0,RS,Ballico,ND,SH,,
37.60913,-120.27564,McClure Point Rec Area,CA,MCCP,UTIL,,100,HK,FT,DW,www.lakemcclure.com/,3243,0,,Snelling,DP,SH,,
37.56397,-118.7854,McGee Creek,CA,MCGE,NF,760.935.4213,28,NH,VT,DW,mcgeecreekrv-campground.com/,3244,0,RS,Mammoth Lakes,ND,NS,,
34.81397,-119.10181,McGill,CA,MCGI,NF,,78,NH,PT,NW,www.campingwithaview.com/Z_Campgrounds/Public/CA/McGill/Photos_McGill.htm,3245,0,NR,Frazier Park,ND,NS,,L$
34.22683,-119.25711,McGrath State Beach,CA,MCGR,SB,805.968.1033,173,NH,FT,DW,www.parks.ca.gov/?page_id=607,3246,0,RS,Oxnard,DP,SH,,
40.0356,-120.213,Meadow View,CA,MEAD,NF,,6,NH,VT,NW,,3247,0,NR,Doyle,ND,NS,,N$
39.40791,-120.5005,Meadow Lake,CA,MEAL,NF,,25,NH,VT,NW,forestcamping.com/dow/pacficsw/tah.htm,3248,0,NR,Truckee,ND,NS,,
38.1864,-120.005,Meadowview,CA,MEAV,NF,,100,NH,FT,DW,forestcamping.com/dow/pacficsw/stan.htm,3249,0,NR,Mi-Wuk,ND,NS,,
33.48882,-115.9019,Mecca Beach  - Salton Sea State Rec Area,CA,MECC,SRA,760.393.3052,110,,FT,DW,www.parks.ca.gov/default.asp?page_id=639,3250,0,RS,Mecca,,,,
37.0653,-121.02891,Medeiros State Rec Area - San Luis Reservoir,CA,MEDE,SRA,209.826.1197,,NH,PT,DW,www.parks.ca.gov/?page_id=558,3251,0,NR,Gustine,ND,NS,,
41.5875,-121.59472,Medicine,CA,MEDI,NF,,22,NH,VT,DW,forestcamping.com/dow/pacficsw/mod.htm,3252,0,NR,Tionesta,DP,NS,,L$
37.5641,-118.7853,Mee Creek,CA,MEEC,NF,,28,,,,forestcamping.com/dow/pacficsw/inyo.htm,3253,0,NR,Mammoth Lakes,,,,
39.0353,-120.12337,Meeks Bay,CA,MEEK,NF,530.525.4733,40,NH,FT,DW,forestcamping.com/dow/pacficsw/ltb.htm,3254,0,RS,Meeks Bay,ND,NS,,
37.27713,-122.2944,San Mateo Memorial County Park,CA,SANM,CP,650.879.0238,156,NH,FT,DW,www.co.sanmateo.ca.us/portal/site/parks/menuitem.f13bead76123ee4482439054d17332a0/?vgnextoid=947bc8909231e110VgnVCM1000001d37230aRCRD&cpsextcurrchannel=1,3255,1,,Pescadero,DP,SH,,
36.11817,-121.46646,Memorial Park,CA,MEMO,NF,,8,NH,VT,NW,,3256,0,NR,Greenfield,ND,NS,,N$
37.65674,-119.84229,Merced River Campsites,CA,MERC,,,,NH,,,www.blm.gov/ca/st/en/fo/folsom/mercedriverrec.html,3257,0,,El Portal,,,,
40.54979,-120.81035,Merrill,CA,MERR,NF,530.257.3067,183,WES,FT,DW,forestcamping.com/dow/pacficsw/lass.htm,3258,0,RS,Susanville,DP,NS,PA,
36.96436,-117.3667,Mesquite Spring - Death Valley National Park,CA,MESQ,NP,760.786.3200,30,NH,FT,DW,www.nps.gov/deva/planyourvisit/camping.htm,3259,1,NR,Furnace Creek,DP,NS,,L$
34.38037,-118.19141,Messenger Flats,CA,MESS,NF,,10,NH,VT,NW,www.socalcamping.com/000angeles/messenger.html,3260,0,NR,La Canada,ND,NS,,L$
39.25263,-122.95049,Middle Creek,CA,MIDC,NF,,41,NH,VT,DW,forestcamping.com/dow/pacficsw/mend.htm,3261,0,NR,Upper Lake,ND,NS,,
38.58333,-120.30083,Middlefork Cosumnes,CA,MIDF,NF,,19,NH,VT,NW,forestcamping.com/dow/pacficsw/eldo.htm,3262,0,NR,Placerville,ND,NS,,
35.13165,-115.43472,Mid Hills - Mojave National Preserve,CA,MIDH,NP,760.252.6100,26,NH,VT,DW,www.nps.gov/moja/planyourvisit/campgrounds.htm,3263,0,NR,,,,,
34.54953,-119.1663,Middle Lion,CA,MIDL,NF,,8,NH,VT,NW,www.roadcamping.com/rv/California/Ojai/property_1390/rv_parks_campgrounds.html,3264,1,NR,Ojai,ND,NS,,L$
37.85774,-119.86723,Middle Fork,CA,MIDR,NF,,19,NH,,,www.mariahwe.com/MWEmain.asp?Option=List&Category=cal&River=amf,3265,0,NR,Pioneer,ND,NS,,
34.50951,-119.57954,Middle Santa Ynez,CA,MIDS,NF,805.967.3481,13,NH,VT,NW,www.publiclands.org/explore/site.php?id=6860,3266,1,NR,Summerland,ND,NS,,L$
34.21917,-118.14528,Millard,CA,MILA,NF,,5,,VT,DW,,3267,0,NR,Pasadena,,,,
39.35578,-122.65408,Mill Creek,CA,MILC,NF,,5,NH,,,,3268,0,NR,Stonyford,ND,NS,,
41.27667,-120.28806,Mill Creek Falls,CA,MILE,NF,,15,NH,VT,DW,forestcamping.com/dow/pacficsw/mod.htm,3269,0,NR,Likely,ND,NS,,L$
36.8567,-119.09542,Mill Flat,CA,MILF,NF,,5,NH,VT,NW,,3270,0,NR,Frseno,ND,NS,,
39.9138,-121.188,Mill Creek,CA,MILK,NF,,9,NH,VT,DW,,3271,0,NR,Quincy,ND,NS,,
38.302,-119.937,Mill Creek,CA,MILR,NF,,17,NH,VT,NW,forestcamping.com/dow/pacficsw/stan.htm,3272,0,NR,Mi-Wuk,ND,NS,,L$
40.45256,-123.45608,Miller Spring,CA,MILS,NF,,5,,,,,3273,0,NR,Mad River,,,,
37.02539,-119.68213,Millerton Lake State Rec Area,CA,MILT,SRA,559.822.2332,148,NH,FT,DW,www.parks.ca.gov/?page_id=587,3274,0,RS,Friant,DP,SH,,
39.31834,-122.70617,Mill Valley,CA,MILV,NF,,15,NH,VT,DW,forestcamping.com/dow/pacficsw/mend.htm,3275,0,NR,Stonyford,ND,NS,,
37.6396,-119.0836,Minaret Falls,CA,MINA,NF,,26,NH,VT,DW,forestcamping.com/dow/pacficsw/inyo.htm,3276,0,NR,Mammoth Lakes,ND,NS,,
39.1008,-120.924,Mineral Bar - Auburn State Rec Area,CA,MINB,SRA,530.885.4527,18,NH,PT,NW,www.parks.ca.gov/?page_id=1348,3277,0,NR,Colfax,ND,NS,,
40.85183,-122.81163,Minersville,CA,MINE,NF,,18,NH,FT,DW,forestcamping.com/dow/pacficsw/shas.htm,3278,0,NR,Trinity Center,ND,NS,,
35.03497,-120.03769,Miranda Pines,CA,MIRA,NF,,3,NH,VT,NW,,3279,0,NR,Santa Maria,ND,NS,,N$
